Cleave,Рассечение
Dragon Rage Breath,Яростное Дыхание Дракона
Giant Stature,Рост Гиганта
Spirits Interference,Вмешательство Духов
Mage Hunter,Охотник На Магов
Inner Strength,Внутренняя Сила
Nocturnal Sense,Ночное Чувство
Scouring Rage,Очищающая Ярость
Animal Rage,Животная Ярость
Furious Bully,Яростный Задира
Renewed Vigor,Обновленная Сила
Share Rage,Общая Ярость
Thrash,Молотить
Disarming Assault,Разоружающее Нападение
Follow-Up Assault,Последующая Атака
Friendly Toss,Дружеский Бросок
Instinctive Strike,Инстинктивный Удар
Come and Get Me,Достань Меня
Furious Sprint,Яростный Спринт
Great Cleave,Большое Рассечение
Knockback,Отбрасывание
Terrifying Howl,Ужасающий Вой
Determined Dash,Решительный Рывок
Impressive Landing,Впечатляющее Приземление
Resounding Blow,Оглушительный Удар
Silencing Strike,Глушащий Удар
Tangle of Battle,Неразбериха Битвы
Dragon Rage Wings,Крылья Драконьей Ярости
Furious Grab,Яростный Захват
Predator Pounce,Нападение Хищника
Spirit Wrath,Гнев Духа
Titan Stature,Рост Титана
Embrace the Pain,Приятие Боли
Sunder Spell,Расщепление Заклинания
Unbalancing Sweep,Выводящий Из Равновесия Размах
Awesome Blow,Потрясный Удар
Giant Lunge,Выпад Гиганта
Vengeful Strike,Мстительный Удар
Impaling Thrust,Пробивающий Снаряд
Sunder Enchantment,Расщепление Зачарования
Collateral Thrash,Побочное Избиение
Dragon Transformation,Драконье Превращение
Reckless Abandon,Безрассудный Отказ
Furious Vengeance,Яростная Месть
Penetrating Projectile,Пробивающий Снаряд
Shattering Blows,Разрушающие Удары
Brutal Critical,Брутальный Крит
Perfect Clarity,Идеальная Ясность
Vicious Evisceration,Свирепое Потрошение
Contagious Rage,Заразная Ярость
Quaking Stomp,Сотрясающий Землю Топот
Unstoppable Juggernaut,Неудержимый Джаггернаут
Flexible Spellcaster,Гибкий Заклинатель
Elementalist,Элементалист
Wellspring Mage,Маг Истока
Spellshot,Магический Стрелок
Acrobat,Акробат
Archaeologist,Археолог
Archer,Лучник
Assassin,Ассасин
Bastion,Бастион
Beastmaster,Повелитель Зверей
Blessed One,Благословенный
Bounty Hunter,Охотник за Головами
Cavalier,Кавалерист
Celebrity,Знаменитость
Dandy,Денди
Dragon Disciple,Ученик Дракона
Dual-Weapon Warrior,Воин с Двойным Оружием
Duelist,Дуэлянт
Eldritch Archer,Мистический Лучник
Familiar Master,Хозяин Фамильяра
Gladiator,Гладиатор
Herbalist,Травник
Horizon Walker,Исследователь Горизонтов
Linguist,Лингвист
Loremaster,Хранитель Тайн
Marshal,Маршал
Martial Artist,Мастер Боевых Искусств
Mauler,Громила
Medic,Врач
Pirate,Пират
Poisoner,Отравитель
Ritualist,Ритуалист
Scroll Trickster,Трикстер Свитков
Scrounger,Самоделкин
Sentinel,Страж
Shadowdancer,Танцор Теней
Snarecrafter,Создатель Ловушек
Talisman Dabbler,Любитель Талисманов
Viking,Викинг
Weapon Improviser,Импровизатор Оружия
Cathartic Mage,Катарсический Маг
Geomancer,Геомант
Shadowcaster,Теневой Заклинатель
Soulforger,Ковщик Души
Overwatch,Дозорный
Sterling Dynamo,Стерлинговое Динамо
Trapsmith,Ковщик Ловушек
Trick Driver,Умелый Водитель
Vehicle Mechanic,Механик Транспорта
Beast Gunner,Чудовищный Стрелок
Bullet Dancer,Пулевой Танцор
Demolitionist,Подрывник
Firework Technician,Специалист по Фейерверкам
Pistol Phenom,Феноменальный Пистолетчик
Sniping Duo,Снайперский Дуэт
Unexpected Sharpshooter,Непредсказуемый Стрелок
Artillerist,Артиллерист
Captivator,Пленитель
Spell Trickster,Трикстер Заклинаний
Wrestler,Борец
Exorcist,Экзорцист
Hallowed Necromancer,Святой Некромант
Soul Warden,Хранитель Душ
Undead Slayer,Истребитель Нежити
Reanimator,Реаниматор
Undead Master,Повелитель Нежити
Lich,Лич
Alter Ego,Альтер Эго
Living Vessel,Живой Сосуд
Pactbinder,Заключающий Пакты
Curse Maelstrom,Вихрь Проклятий
Time Mage,Маг Времени
Chronoskimmer,Хроноскиммер
Psychic Duelist,Экстрасенсорный Дуэлянт
Mind Smith,Кузнец Разума
Sleepwalker,Сновидец
Shieldmarshal,Шилдмаршал
Jalmeri Heavenseeker,Джалмерэйский Искатель Небес
Aldori Duelist,Дуэлянт Алдори
Runescarred,Покрытый Рунами
Student of Perfection,Ученик Совершенства
Living Monolith,Живой Монолит
Lion Blade,Львиный Клинок
Red Mantis Assassin,Ассасин Красного Богомола
Firebrand Braggart,Смутьян Хвастун
Magic Warrior,Магический Воин
Ghost Hunter,Охотник за Привидениями
Eldritch Researcher,Исследователь Сверхъестественного
Drow Shootist,Меткий Стрелок Дроу
Basic Spellcasting Feat,Способность Простого Колдовства
Expert Spellcasting Feat,Способность Экспертного Колдовства
Master Spellcasting Feat,Способность Мастерского Колдовства
Basic Bounded Spellcasting Feat,Способность Ограниченного Простого Колдовства
Expert Bounded Spellcasting Feat,Способность Ограниченного Экспертного Колдовства
Master Bounded Spellcasting Feat,Способность Ограниченного Мастерского Колдовства
Pathfinder Agent,Агент Патфайндер
Scrollmaster,Мастер Свитков
Spellmaster,Мастер Заклинаний
Swordmaster,Мастер Меча
Hellknight Armiger,Оруженосец Хеллнайт
Hellknight,Хеллнайт
Hellknight Signifer,Хеллнайт Сигнифер
Hellknight Order Abilities,Умения Орденов Хеллнайтов
Lastwall Sentry,Часовой Ластволла
Knight Vigilant,Рыцарь Виджиланта
Knight Reclaimant,Рыцарь-Освободитель
Magaambyan Attendant,Служитель Магаамбии
Halcyon Speaker,Глас Безмятежности
Halcyon Spells,Безмятежные Заклинания
Sinspawn,Порождение Греха
XP,ОО
Wrecker Demon,Демон-Разрушитель
Babau,Бабау
Blood Demon,Кровавый Демон
Balor,Балор
Fire Demon,Огненный Демон
Brimorak,Бриморак
Arson Demon,Демон-Поджигатель
Sloth Demon,Демон Лени
Glabrezu,Глабрезу
Treachery Demon,Демон Предательства
Hezrou,Хезру
Toad Demon,Демон-Жаба
Invidiak,Инвидиак
Shadow Demon,Теневой Демон
Marilith,Марилит
Pride Demon,Демон Гордыни
Nabasu,Набасу
Gluttony Demon,Демон Чревоугодия
Nalfeshnee,Нальфешни
Boar Demon,Демон-Кабан
Omox,Омокс
Slime Demon,Демон Слизи
Quasit,Квазит
Shemhazian,Шемазиан
Mutilation Demon,Демон Увечий
Succubus,Суккуб
Lust Demon,Демон Похоти
Vrock,Врок
Wrath Demon,Демон Гнева
Vrolikai,Вроликай
Death Demon,Демон Смерти
Hatred of Mirrors,Ненависть к зеркалам
Wreck,Крушить
Mutilating Bite,Увечащий укус
Mercy Vulnerability,Уязвимость к милосердию
Reactive Slime,Ответная слизь
Grievous Strike,Ужасный удар
Sneak Attack,Внезапная атака
Extinguishing Aversion,Отвращение к тушению
Smoke Vision,Дымное зрение
Boiling Blood,Кипящая кровь
Breath Weapon,Атака дыханием
Fume,Задымить
Flaming Weapon,Огненное оружие
Sloth,Лень
Frenzied Slashes,Бешеные удары
Cower,Съежиться
Vicious Criticals,Беспощадные криты
Abyssal Knowledge,Знания Бездны
Virtue Aversion,Отвращение к добродетели
Abyssal Healing,Исцеление Бездной
Quasit Venom,Яд квазита
Planar Ally,Планарный союзник
Planar Binding,Планарный призыв
Summon Fiend,Призыв Исчадье
Advisor,Советник
Noble,Дворянин
Palace Guard,Дворцовый страж
Spy,Шпион
Criminals,Преступники
Bandit,Бандит
Burglar,Взломщик
Fence,Скупщик
Grave Robber,Расхититель могил
Ruffian,Головорез
Devotees,Набожные
Acolyte,Послушник
Priest,Священник
Prophet,Пророк
Zealot,Фанатик
Downtrodden,Ущемленные
Beggar,Нищий
Commoner,Простолюдин
Prisoner,Заключенный
Urchin,Беспризорник
Explorers,Исследователи
Chronicler,Летописец
Guide,Проводник
Tomb Raider,Расхититель гробниц
Torchbearer,Факелоносец
Foresters,Лесники
Hunter,Охотник
Poacher,Браконьер
Tracker,Следопыт
Healers,Целители
Apothecary,Аптекарь
Physician,Врач
Plague Doctor,Чумной доктор
Surgeon,Хирург
Laborers,Рабочие
Dockhand,Портовый рабочий
Farmer,Фермер
Gravedigger,Могильщик
Miner,Шахтер
Servant,Прислуга
Magistrates,Магистраты
Harbormaster,Начальник порта
Judge,Судья
Tax Collector,Сборщик налогов
Warden,Хранитель
Mercenaries,Наемники
Bodyguard,Телохранитель
Mage for Hire,Наемный маг
Monster Hunter,Охотник на монстров
Mystics,Мистики
Adept,Адепт
Cult Leader,Лидер культа
Cultist,Культист
Demonologist,Демонолог
False Priest,Ложный священник
Harrow Reader,Гадающий на харро
Necromancer,Некромант
Officers,Должностные лица
Archer Sentry,Дозорный лучник
Barrister,Адвокат
Captain of the Guard,Капитан стражи
Executioner,Палач
Guard,Стражник
Jailer,Тюремщик
Watch Officer,Офицер стражи
Performers,Артисты
Beast Tamer,Укротитель зверей
Dancer,Танцор
Troubadour,Трубадур
Publicans,Трактирщики
Barkeep,Бармен
Drunkard,Пьяница
Innkeeper,Трактирщик
Server,Обслуга
Scholars,Ученые
Astronomer,Астроном
Librarian,Библиотекарь
Sage,Мудрец
Teacher,Учитель
Seafarers,Моряки
Bosun,Боцман
Navigator,Навигатор
Ship Captain,Капитан корабля
Tradespeople,Предприниматели
Apprentice,Подмастерье
Guildmaster,Гильдмейстер
Merchant,Купец
Smith,Кузнец
Villains,Злодеи
Antipaladin,Антипаладин
Despot,Деспот
Gang Leader,Лидер банды
Mastermind,Тайный лидер
Reckless Scientist,Безумный ученый
Saboteur,Саботажник
Firebrands,Смутьяны
Charming Scoundrel,Очаровательный негодяй
Privateer Captain,Капитан капера
Hellknight Paravicar,Хеллнайт Паравикарий
Knights of Lastwall,Рыцари Ластволла
Veteran Reclaimer,Ветеран восстановитель
Virtuous Defender,Добродетельный защитник
Magaambya Adepts,Адепты Магаамбии
Rain-Scribe,Писец дождя
Tempest-Sun Mage,Маг Бури-солнца
Pathfinders,Патфайндеры
Pathfinder Field Agent,Полевой агент Патфайндер
Pathfinder Venture-Captain,Венчурный капитан Патфайндер
Azarketi Crab Catcher,Азаркет ловец крабов
Azarketi Sailor,Азаркет моряк
Azarketi Tide Tamer,Азаркет укротитель приливов
CE,Хаот_Зло
CG,Хаот_Добро
CN,Хаот_Нейтрал
LG,Принцип_Добро
LE,Принцип_Зло
LN,Принцип_Нейтрал
N,Нейтрал
NE,Нейтрал_Зло
All-Around Vision,Круговое зрение
Aquatic Ambush,Водная засада
At-Will Spells,Заклинания по желанию
Buck,Брыкаться
Catch Rock,Поймать камень
Constant Spells,Постоянные заклинания
Constrict,Сжимать
Greater Constrict,Сильно сжимать
Coven,Ковен
Engulf,Поглотить
Swallow Whole,Проглотить целиком
Ferocity,Свирепость
Form Up,Построение
Frightful Presence,Устрашающее присутствие
Grab,Захват
Improved Grab,Улучшенный захват
Push,Толчок
Improved Push,Улучшенный толчок
Lifesense,Жизнечувствительность
Light Blindness,Световая слепота
Low-Light Vision,Сумеречное зрение
Regeneration,Регенерация
Rend,Раздирать
Retributive Strike,Карающий удар
Swarm Mind,Разум роя
Telepathy,Телепатия
Throw Rock,Бросок камня
Trample,Растоптать
Troop Defenses,Защита отряда
Wavesense,Волночувствительность
Chaotic Evil,Хаот_Зло
Chaotic Good,Хаот_Добро
Chaotic Neutral,Хаот_Нейтрал
Lawful Good,Принцип_Добро
Lawful Evil,Принцип_Зло
Lawful Neutral,Принцип_Нейтрал
Neutral Evil,Нейтрал_Зло
Neutral Good,Нейтрал_Добро
A1,А1
A2,А2
A3,А3
A4,А4
A5,А5
A6,А6
A7,А7
A8,А8
A9,А9
A10,А10
A11,А11
A12,А12
A13,А13
A14,А14
A15,А15
A16,А16
A17,А17
A18,А18
A19,А19
A20,А20
A21,А21
A22,А22
A23,А23
A24,А24
A25,А25
A26,А26
A27,А27
A28,А28
A29,А29
A30,А30
B1,Б1
B2,Б2
B3,Б3
B4,Б4
B5,Б5
B6,Б6
B7,Б7
B8,Б8
B9,Б9
B10,Б10
B11,Б11
B12,Б12
B13,Б13
B14,Б14
B15,Б15
B16,Б16
B17,Б17
B18,Б18
B19,Б19
B20,Б20
B21,Б21
B22,Б22
B23,Б23
B24,Б24
B25,Б25
B26,Б26
B27,Б27
B28,Б28
B29,Б29
B30,Б30
C1,В1
C2,В2
C3,В3
C4,В4
C5,В5
C6,В6
C7,В7
C8,В8
C9,В9
C10,В10
C11,В11
C12,В12
C13,В13
C14,В14
C15,В15
C16,В16
C17,В17
C18,В18
C19,В19
C20,В20
C21,В21
C22,В22
C23,В23
C24,В24
C25,В25
C26,В26
C27,В27
C28,В28
C29,В29
C30,В30
D1,Г1
D2,Г2
D3,Г3
D4,Г4
D5,Г5
D6,Г6
D7,Г7
D8,Г8
D9,Г9
D10,Г10
D11,Г11
D12,Г12
D13,Г13
D14,Г14
D15,Г15
D16,Г16
D17,Г17
D18,Г18
D19,Г19
D20,Г20
D21,Г21
D22,Г22
D23,Г23
D24,Г24
D25,Г25
D26,Г26
D27,Г27
D28,Г28
D29,Г29
D30,Г30
E1,Д1
E2,Д2
E3,Д3
E4,Д4
E5,Д5
E6,Д6
E7,Д7
E8,Д8
E9,Д9
E10,Д10
E11,Д11
E12,Д12
E13,Д13
E14,Д14
E15,Д15
E16,Д16
E17,Д17
E18,Д18
E19,Д19
E20,Д20
E21,Д21
E22,Д22
E23,Д23
E24,Д24
E25,Д25
E26,Д26
E27,Д27
E28,Д28
E29,Д29
E30,Д30
F1,Е1
F2,Е2
F3,Е3
F4,Е4
F5,Е5
F6,Е6
F7,Е7
F8,Е8
F9,Е9
F10,Е10
F11,Е11
F12,Е12
F13,Е13
F14,Е14
F15,Е15
F16,Е16
F17,Е17
F18,Е18
F19,Е19
F20,Е20
F21,Е21
F22,Е22
F23,Е23
F24,Е24
F25,Е25
F26,Е26
F27,Е27
F28,Е28
F29,Е29
F30,Е30
River Kingdoms,Речные Королевства
Shimmerford,Шиммерфорд
Tymon,Таймон​​
Smine Weaponworks,Оружейная Мастерская Смайна
Venture-Captain Holgarin Smine,Капитан-Куратор Холгарин Смайн
Hart Brewery,Пивоварня Харты
Rosa Hart,Роза Харт
Mordha Lyons,Мордха Лайонс​​
The Tanner,Кожевник​​
Witchtop Hill,Ведьмин Холм
Holgarin Smine,Холгарин Смайн
Rosa,Роза
Hart,Харт
Mordha,Мордха​​
Holgarin,Холгарин
Lyons,Лайонс​​
Smine,Смайн
Mosquito Witch,Москитная Ведьма​​
Bloodseekers,Кровоискатели
Mitflit,Митфлит
Mosquito Witch Doll,Кукла Москитной Ведьмы
Witchbread,Ведьмин Хлеб
Artisanal Mosquito Masks,Ремесленные Маски Комара
Iron Ore,Железная Руда
Magnetite,Магнетит
Gwibble,Гвибл
Barbed Bloodseeker,Шипастый Кровоискатель
Mitflit Sneak,Скрытный Митфлит
Young Bloodseeker Swarm,Рой Молодых Кровоискателей
Haru Kwon,Хару Квон
Peaches,Персик
Haru,Хару
Kwon,Квон
Bloodseeker,Кровоискатель
Riding dog,Ездовая Собака
Alghollthu,Алголлус
Alghollthu Master,Алголлус-Повелитель
Aboleth,Аболет
Faceless Stalker,Безликий Сталкер
Ugothol,Уготол
Skum,Скам
Ulat-Kini,Улат-Кини
Veiled Master,Скрытый Повелитель
Vidileth,Видилет
Astral Deva,Астральный Дэва
Emissary Angel,Ангел-Эмиссар
Balisse,Балисc
Confessor Angel,Ангел-Исповедник
Cassisian,Кассисиан
Archive Angel,Ангел Архивов
Choral,Хорал
Choir Angel,Хоровой Ангел
Monadic Deva,Монадический Дэва
Soul Angel,Ангел Душ
Movanic Deva,Мованический Дэва
Guardian Angel,Ангел-Страж
Planetar,Планетар
Justice Angel,Ангел Справедливости
Solar,Солар
Archangel,Архангел
Animated Object,Оживленный Объект
Animated Armor,Оживший Доспех
Animated Broom,Ожившая Метла
Animated Colossus,Оживший Колосс
Animated Furnace,Ожившая Печь
Animated Silverware Swarm,Рой Ожившего Столового Серебра
Animated Statue,Ожившая Статуя
Animated Trebuchet,Оживший Требушет
Giant Animated Statue,Гигантская Ожившая Статуя
Ant,Муравей
Army Ant Swarm,Рой Муравьев-Воинов
Giant Ant,Гигантский Муравей
Adhukait,Адукайт
Japalisura,Япалисура
Nikaramsa,Никарамса
Shaukeen,Шаукин
Barghest,Баргест
Greater Barghest,Великий Баргест
Basilisk,Василиск
Dracolisk,Драколиск
Bat,Летучая Мышь
Giant Bat,Гигантская Летучая Мышь
Vampire Bat Swarm,Стая Летучих Мышей Вампиров
Black Bear,Черный Медведь
Cave Bear,Пещерный Медведь
Grizzly Bear,Медведь Гризли
Polar Bear,Белый Медведь
Beetle,Жук
Flash Beetle,Сверкающий Жук
Giant Stag Beetle,Гигантский Жук-Олень
Beheaded,Обезглавленный
Beheaded Abilities,Умения Обезглавленных
Daqqanoenyent,Дакканоньент
Festering Gnasher,Гнойный Скрежетун
Flaming Skull,Пламенный Череп
Taunting Skull,Насмехающийся Череп
Boggard Scout,Боггард-Разведчик
Boggard Swampseer,Боггард Болотный Мудрец
Boggard Warrior,Боггард-Воин
Bore Worm,Буровой Червь
Variant Bore Worms,Разновидности Буровых Червей
Bore Worm Swarm,Рой Буровых Червей
Empress Bore Worm,Императрица Буровых Червей
Bugbear,Багбер
Bugbear Thug,Багбер-Бандит
Bugbear Tormentor,Багбер-Мучитель
Caligni Caller,Калигни-Зовущий
Caligni Creeper,Калигни-Крадущийся
Caligni Dancer,Калигни-Танцор
Caligni Slayer,Калигни-Убийца
Caligni Stalker,Калигни-Преследователь
Caligni Vanguard,Калигни-Авангард
Leopard,Леопард
Lion,Лев
Smilodon,Смилодон
Tiger,Тигр
Cave Worm,Пещерный Червь
Azure Worm,Лазурный Червь
Crimson Worm,Багровый Червь
Purple Worm,Фиолетовый Червь
Centipede,Многоножка
Centipede Swarm,Рой Многоножек
Giant Centipede,Гигантская Многоножка
Giant Whiptail Centipede,Гигантская Хлыстохвостая Многоножка
Titan Centipede,Титаническая Многоножка
Changeling Exile,Подменыш-Изгнанник
Crab,Краб
Giant Crab,Гигантский Краб
Giant Hermit Crab,Гигантский Рак-Отшельник
Hermit Crab Swarm,Рой Раков-Отшельников
Crocodile,Крокодил
Deinosuchus,Дейнозух
Cyclops,Циклоп
Great Cyclops,Великий Циклоп
Agradaemon,Аградэймон
Conflagration Daemon,Дэймон Сожжения
Astradaemon,Астрадэймон
Void Daemon,Дэймон Пустоты
Cacodaemon,Какодэймон
Harvester Daemon,Дэймон-Собиратель
Ceustodaemon,Цеастодэймон
Guardian Daemon,Дэймон-Страж
Crucidaemon,Крусидэймон
Torture Daemon,Дэймон Пыток
Derghodaemon,Дергодэймон
Ravager Daemon,Дэймон-Губитель
Leukodaemon,Лейкодэймон
Pestilence Daemon,Дэймон Мора
Meladaemon,Меладэймон
Famine Daemon,Дэймон Голода
Olethrodaemon,Олетродэймон
Apocalypse Daemon,Дэймон Апокалипсиса
Piscodaemon,Пискодэймон
Venom Daemon,Дэймон Яда
Purrodaemon,Пурродэймон
War Daemon,Дэймон Войны
Sordesdaemon,Сордесдэймон
Pollution Daemon,Дэймон Загрязнения
Thanadaemon,Танадэймон
Death Daemon,Дэймон Смерти
Deep Gnome,Глубинный Гном
Deep Gnome Rockwarden,Глубинный Гном Каменный Наставник
Deep Gnome Scout,Глубинный Гном Разведчик
Deep Gnome Warrior,Глубинный Гном Воин
Balor Lords,Лорды-Балоры
Balor Lord,Лорд-Балор
Dero Magister,Деро-Магистр
Dero Stalker,Деро-Сталкер
Dero Strangler,Деро-Душитель
Barbazu,Барбазу
Bearded Devil,Бородатый Дьявол
Cornugon,Корнугон
Horned Devil,Рогатый Дьявол
Deimavigga,Деймавигга
Apostate Devil,Дьявол-Отступник
Erinys,Эриния
Fury Devil,Дьявол Ярости
Gelugon,Гелюгон
Ice Devil,Ледяной Дьявол
Gylou,Гилу
Handmaiden Devil,Дьявол-Служанка
Hamatula,Гаматула
Barbed Devil,Шипастый Дьявол
Hellbound Attorney,Адский Адвокат
Imp,Имп
Lemure,Лемурь
Levaloch,Левалох
Warmonger Devil,Дьявол Разжигатель Войн
Munagola,Мунагола
Executioner Devil,Дьявол-Палач
Osyluth,Осилут
Bone Devil,Костяной Дьявол
Phistophilus,Фистофиль
Contract Devil,Контрактный Дьявол
Infernal Dukes,Инфернальные Герцоги
Pit Fiend,Исчадие Преисподней
Sarglagon,Сарлагон
Drowning Devil,Дьявол-Утопленник
Zebub,Зевул
Accuser Devil,Дьявол-Обвинитель
Dhampir Wizard,Дампир-Волшебник
Compsognathus,Компсогнат
Aghash,Агаш
Doru,Дору
Pairaka,Пайрака
Sepid,Сепид
Dog,Собака
Guard Dog,Сторожевой Пес
Black Dragon,Черный Дракон
Adult Black Dragon,Взрослый Черный Дракон
Ancient Black Dragon,Древний Черный Дракон
Young Black Dragon,Молодой Черный Дракон
Black Dragon Spellcasters,Черные Драконы Заклинатели
Blue Dragon,Синий Дракон
Adult Blue Dragon,Взрослый Синий Дракон
Ancient Blue Dragon,Древний Синий Дракон
Young Blue Dragon,Молодой Синий Дракон
Blue Dragon Spellcasters,Синие Драконы Заклинатели
Green Dragon,Зеленый Дракон
Adult Green Dragon,Взрослый Зеленый Дракон
Ancient Green Dragon,Древний Зеленый Дракон
Young Green Dragon,Молодой Зеленый Дракон
Green Dragon Spellcasters,Зеленые Драконы Заклинатели
Red Dragon,Красный Дракон
Adult Red Dragon,Взрослый Красный Дракон
Ancient Red Dragon,Древний Красный Дракон
Young Red Dragon,Молодой Красный Дракон
Red Dragon Spellcasters,Красные Драконы Заклинатели
White Dragon,Белый Дракон
Adult White Dragon,Взрослый Белый Дракон
Ancient White Dragon,Древний Белый Дракон
Young White Dragon,Молодой Белый Дракон
White Dragon Spellcasters,Белые Драконы Заклинатели
Chromatic Dragon Spellcasters,Цветные Драконы Заклинатели
Chromatic Dragons of Golarion,Цветные Драконы Голариона
Forest Dragon,Лесной Дракон
Adult Forest Dragon,Взрослый Лесной Дракон
Ancient Forest Dragon,Древний Лесной Дракон
Young Forest Dragon,Молодой Лесной Дракон
Forest Dragon Spellcasters,Лесные Драконы Заклинатели
Sea Dragon,Морской Дракон
Adult Sea Dragon,Взрослый Морской Дракон
Ancient Sea Dragon,Древний Морской Дракон
Young Sea Dragon,Молодой Морской Дракон
Sea Dragon Spellcasters,Морские Драконы Заклинатели
Sky Dragon,Небесный Дракон
Adult Sky Dragon,Взрослый Небесный Дракон
Ancient Sky Dragon,Древний Небесный Дракон
Young Sky Dragon,Молодой Небесный Дракон
Sky Dragon Spellcasters,Небесные Драконы Заклинатели
Sovereign Dragon,Монарший Дракон
Adult Sovereign Dragon,Взрослый Монарший Дракон
Ancient Sovereign Dragon,Древний Монарший Дракон
Young Sovereign Dragon,Молодой Монарший Дракон
Sovereign Dragon Spellcasters,Монаршие Драконы Заклинатели
Underworld Dragon,Подземный Дракон
Adult Underworld Dragon,Взрослый Подземный Дракон
Ancient Underworld Dragon,Древний Подземный Дракон
Young Underworld Dragon,Молодой Подземный Дракон
Underworld Dragon Spellcasters,Подземные Драконы Заклинатели
Draconic Cycles,Драконий Круговорот
Imperial Dragon Spellcasters,Величественные Драконы Заклинатели
Imperial Dragons of Golarion,Величественные Драконы Голариона
Brass Dragon,Латунный Дракон
Adult Brass Dragon,Взрослый Латунный Дракон
Ancient Brass Dragon,Древний Латунный Дракон
Young Brass Dragon,Молодой Латунный Дракон
Brass Dragon Spellcasters,Латунные Драконы Заклинатели
Bronze Dragon,Бронзовый Дракон
Adult Bronze Dragon,Взрослый Бронзовый Дракон
Ancient Bronze Dragon,Древний Бронзовый Дракон
Young Bronze Dragon,Молодой Бронзовый Дракон
Bronze Dragon Spellcasters,Бронзовые Драконы Заклинатели
Copper Dragon,Медный Дракон
Adult Copper Dragon,Взрослый Медный Дракон
Ancient Copper Dragon,Древний Медный Дракон
Young Copper Dragon,Молодой Медный Дракон
Copper Dragon Spellcasters,Медные Драконы Заклинатели
Gold Dragon,Золотой Дракон
Adult Gold Dragon,Взрослый Золотой Дракон
Ancient Gold Dragon,Древний Золотой Дракон
Young Gold Dragon,Молодой Золотой Дракон
Gold Dragon Spellcasters,Золотые Драконы Заклинатели
Silver Dragon,Серебряный Дракон
Adult Silver Dragon,Взрослый Серебряный Дракон
Ancient Silver Dragon,Древний Серебряный Дракон
Young Silver Dragon,Молодой Серебряный Дракон
Silver Dragon Spellcasters,Серебряные Драконы Заклинатели
Shape-Changing Dragons,Драконы Меняющие Облик
Metallic Dragon Spellcasters,Металлические Драконы Заклинатели
Metallic Dragons of Golarion,Металлические Драконы Голариона
Brine Dragon,Водный Дракон
Adult Brine Dragon,Взрослый Водный Дракон
Ancient Brine Dragon,Древний Водный Дракон
Young Brine Dragon,Молодой Водный Дракон
Brine Dragon Spellcasters,Водные Драконы Заклинатели
Cloud Dragon,Облачный Дракон
Adult Cloud Dragon,Взрослый Облачный Дракон
Ancient Cloud Dragon,Древний Облачный Дракон
Young Cloud Dragon,Молодой Облачный Дракон
Cloud Dragon Spellcasters,Облачные Драконы Заклинатели
Crystal Dragon,Кристаллический Дракон
Adult Crystal Dragon,Взрослый Кристаллический Дракон
Ancient Crystal Dragon,Древний Кристаллический Дракон
Young Crystal Dragon,Молодой Кристаллический Дракон
Crystal Dragon Spellcasters,Кристаллические Драконы Заклинатели
Magma Dragon,Магматический Дракон
Adult Magma Dragon,Взрослый Магматический Дракон
Ancient Magma Dragon,Древний Магматический Дракон
Young Magma Dragon,Молодой Магматический Дракон
Magma Dragon Spellcasters,Магматические Драконы Заклинатели
Umbral Dragon,Теневой Дракон
Adult Umbral Dragon,Взрослый Теневой Дракон
Ancient Umbral Dragon,Древний Теневой Дракон
Young Umbral Dragon,Молодой Теневой Дракон
Umbral Dragon Spellcasters,Теневые Драконы Заклинатели
Primal Dragon Spellcasters,Природные Драконы Заклинатели
Primal Dragons of Golarion,Природные Драконы Голариона
Drake,Дрейк
Desert Drake,Пустынный Дрейк
Flame Drake,Пламенный Дрейк
Frost Drake,Морозный Дрейк
Jungle Drake,Джунглевый Дрейк
Prairie Drake,Степной Дрейк
River Drake,Речной Дрейк
Sea Drake,Морской Дрейк
Shadow Drake,Теневой Дрейк
Wyvern,Виверна
Drow Fighter,Дроу-Боец
Drow Hunter,Дроу-Охотник
Drow Priestess,Жрица Дроу
Drow Rogue,Дроу-Плут
Drow Warden,Дроу-Надзиратель
Duergar Bombardier,Дуэргар-Бомбардир
Duergar Sharpshooter,Дуэргар-Снайпер
Duergar Slave Lord,Дуэргар Повелитель Рабов
Duergar Taskmaster,Дуэргар-Надсмотрщик
Eagle,Орел
Giant Eagle,Гигантский Орел
Anancus,Ананкус
Elephant,Слон
Mammoth,Мамонт
Mastodon,Мастодонт
Eurypterid,Эвриптерид
Common Eurypterid,Обычный Эвриптерид
Spiny Eurypterid,Колючий Эвриптерид
Fish,Рыба
Piranha Swarm,Стая Пираний
Pufferfish,Иглобрюх
Fox,Лиса
Fading Fox,Исчезающая Лиса
Red Fox,Рыжая Лиса
Djinni,Джинни
Efreeti,Эфрит
Janni,Джанн
Marid,Марид
Shaitan,Шайтан
Ghost Commoner,Привидение Простолюдина
Ghost Mage,Привидение Мага
Ghost Pirate,Привидение Пирата
Ghost Pirate Captain,Привидение Капитана Пиратов
Hungry Ghost,Голодное Привидение
Ghast,Гаст
Lacedon,Ласедон
Leng Ghoul,Ленгский Гуль
Priest of Kabriri,Жрец Кабрири
Cave Giant,Пещерный Гигант
Cloud Giant,Облачный Гигант
Desert Giant,Пустынный Гигант
Fire Giant,Огненный Гигант
Frost Giant,Морозный Гигант
Hill Giant,Холмовой Гигант
Marsh Giant,Болотный Гигант
Plague Giant,Чумной Гигант
